Date,Open,High,Low,Close,Adj Close,Volume
2011-11-28,32.000000,33.990002,31.629999,33.299999,33.299999,3865600
2011-12-05,33.529999,35.000000,29.610001,31.040001,31.040001,7331500
2011-12-12,30.440001,30.930000,27.980000,28.000000,28.000000,4646700
2011-12-19,28.090000,28.500000,26.030001,27.900000,27.900000,5136600
2011-12-26,27.660000,29.340000,27.639999,28.559999,28.559999,2180700
2012-01-02,28.940001,29.500000,26.410000,26.910000,26.910000,3550000
2012-01-09,27.000000,28.620001,22.639999,22.790001,22.790001,8470800
2012-01-16,26.620001,27.740000,26.250000,26.600000,26.600000,7820400
2012-01-23,26.809999,29.719999,26.440001,29.330000,29.330000,4083300
2012-01-30,29.490000,31.330000,28.530001,31.150000,31.150000,3778800
2012-02-06,31.100000,32.900002,29.840000,31.100000,31.100000,5448700
2012-02-13,31.549999,34.970001,30.900000,34.970001,34.970001,9326900
2012-02-20,34.869999,34.970001,32.500000,33.750000,33.750000,4570700
2012-02-27,33.410000,34.500000,33.000000,34.040001,34.040001,3007400
2012-03-05,34.349998,35.310001,32.619999,34.740002,34.740002,3592400
2012-03-12,34.689999,36.590000,34.599998,35.320000,35.320000,5117300
2012-03-19,35.259998,35.320000,33.150002,34.080002,34.080002,3882800
2012-03-26,35.590000,39.950001,35.040001,37.240002,37.240002,8317500
2012-04-02,37.330002,38.470001,34.410000,34.480000,34.480000,8117900
2012-04-09,34.099998,34.480000,32.009998,33.590000,33.590000,6292400
2012-04-16,33.410000,33.730000,31.530001,33.160000,33.160000,4634900
2012-04-23,32.860001,33.630001,31.000000,33.340000,33.340000,3293800
2012-04-30,33.270000,34.389999,31.400000,31.830000,31.830000,3659000
2012-05-07,31.959999,34.680000,29.370001,32.250000,32.250000,12980700
2012-05-14,31.920000,32.130001,26.830000,27.559999,27.559999,6989200
2012-05-21,27.580000,31.340000,27.120001,29.809999,29.809999,6894400
2012-05-28,30.010000,31.930000,27.760000,28.150000,28.150000,4961700
2012-06-04,28.030001,30.190001,27.110001,30.080000,30.080000,3944900
2012-06-11,30.309999,31.000000,28.620001,29.910000,29.910000,3568100
2012-06-18,29.940001,34.500000,29.500000,33.790001,33.790001,10528800
2012-06-25,33.939999,34.119999,30.620001,31.290001,31.290001,7199500
2012-07-02,31.350000,31.799999,30.190001,30.990000,30.990000,4300900
2012-07-09,30.940001,34.400002,30.670000,34.250000,34.250000,4738000
2012-07-16,34.320000,36.000000,31.059999,31.790001,31.790001,10199600
2012-07-23,31.049999,31.299999,27.639999,29.510000,29.510000,9664600
2012-07-30,29.510000,30.250000,25.520000,27.270000,27.270000,7747200
2012-08-06,27.549999,30.900000,27.549999,29.940001,29.940001,6604300
2012-08-13,29.690001,31.299999,28.809999,30.010000,30.010000,3366100
2012-08-20,30.150000,30.850000,29.000000,29.500000,29.500000,5616600
2012-08-27,29.570000,29.700001,28.000000,28.520000,28.520000,4788200
2012-09-03,28.520000,29.570000,27.809999,29.350000,29.350000,3186700
2012-09-10,29.200001,30.650000,27.299999,30.389999,30.389999,6664700
2012-09-17,32.349998,32.779999,29.540001,30.020000,30.020000,8832200
2012-09-24,29.510000,31.030001,27.480000,29.280001,29.280001,14611500
2012-10-01,29.500000,30.100000,28.650000,28.889999,28.889999,5146100
2012-10-08,28.860001,29.400000,27.500000,27.639999,27.639999,4024500
2012-10-15,28.020000,28.990000,26.860001,27.740000,27.740000,4384400
2012-10-22,27.990000,28.559999,27.020000,27.379999,27.379999,3290700
2012-10-29,27.700001,29.549999,27.370001,28.920000,28.920000,2829600
2012-11-05,29.799999,32.049999,29.330000,30.320000,30.320000,8224400
2012-11-12,30.290001,32.119999,30.160000,31.840000,31.840000,4318200
2012-11-19,32.070000,33.470001,31.700001,32.130001,32.130001,3708400
2012-11-26,32.099998,34.290001,31.520000,33.820000,33.820000,5455500
2012-12-03,33.889999,35.000000,33.500000,34.169998,34.169998,5335300
2012-12-10,34.430000,35.799999,32.750000,33.810001,33.810001,7740500
2012-12-17,33.770000,35.259998,33.580002,34.000000,34.000000,6091200
2012-12-24,33.639999,34.500000,33.000000,33.220001,33.220001,1952400
2012-12-31,33.000000,35.450001,33.000000,34.400002,34.400002,3205700
2013-01-07,34.799999,34.799999,32.110001,32.910000,32.910000,4909700
2013-01-14,33.080002,34.849998,32.849998,34.520000,34.520000,8919300
2013-01-21,34.560001,37.720001,34.259998,36.980000,36.980000,6742700
2013-01-28,36.860001,38.709999,36.860001,38.299999,38.299999,6382700
2013-02-04,38.400002,40.000000,37.590000,39.240002,39.240002,6667800
2013-02-11,37.980000,39.150002,36.950001,37.040001,37.040001,9502700
2013-02-18,37.360001,39.650002,34.540001,36.110001,36.110001,17408500
2013-02-25,36.150002,36.750000,33.799999,34.650002,34.650002,11123000
2013-03-04,34.770000,39.439999,34.700001,38.470001,38.470001,7065100
2013-03-11,38.869999,39.490002,35.209999,35.290001,35.290001,8977200
2013-03-18,35.299999,37.060001,34.919998,36.619999,36.619999,5424100
2013-03-25,37.099998,38.520000,36.770000,37.889999,37.889999,6642000
2013-04-01,42.360001,46.680000,40.209999,41.369999,41.369999,30211700
2013-04-08,41.970001,45.139999,40.330002,43.750000,43.750000,12093000
2013-04-15,43.500000,49.880001,42.509998,47.830002,47.830002,13359900
2013-04-22,48.599998,53.740002,47.750000,51.200001,51.200001,16721200
2013-04-29,51.759998,58.180000,51.200001,54.549999,54.549999,18334200
2013-05-06,56.389999,81.000000,55.119999,76.760002,76.760002,74815200
2013-05-13,80.989998,97.120003,78.110001,91.500000,91.500000,117075700
2013-05-20,91.120003,97.949997,83.050003,97.080002,97.080002,54061000
2013-05-27,101.550003,114.900002,97.730003,97.760002,97.760002,76097100
2013-06-03,97.620003,102.900002,88.250000,102.040001,102.040001,60443000
2013-06-10,98.930000,102.519997,94.050003,100.300003,100.300003,38341600
2013-06-17,103.599998,107.129997,97.500000,99.550003,99.550003,46265500
2013-06-24,96.500000,110.250000,95.300003,107.360001,107.360001,34064600
2013-07-01,109.360001,121.889999,109.150002,120.089996,120.089996,34593100
2013-07-08,121.370003,129.940002,118.820000,129.899994,129.899994,40845200
2013-07-15,133.029999,133.259995,104.500000,119.680000,119.680000,85611700
2013-07-22,119.889999,130.679993,119.559998,129.389999,129.389999,39320600
2013-07-29,129.320007,138.250000,128.179993,138.000000,138.000000,40751100
2013-08-05,140.009995,158.880005,132.360001,153.000000,153.000000,73841900
2013-08-12,149.429993,150.500000,135.000000,142.000000,142.000000,52642200
2013-08-19,143.429993,162.300003,142.830002,161.839996,161.839996,44246500
2013-08-26,165.149994,173.000000,160.250000,169.000000,169.000000,76942500
2013-09-02,173.399994,173.699997,165.149994,166.970001,166.970001,38841800
2013-09-09,163.119995,167.899994,158.509995,165.539993,165.539993,40706000
2013-09-16,168.000000,185.830002,163.360001,183.389999,183.389999,47507800
2013-09-23,184.479996,191.279999,177.110001,190.899994,190.899994,35230300
2013-09-30,189.000000,194.500000,168.000000,180.979996,180.979996,75686500
2013-10-07,182.460007,186.729996,161.500000,178.699997,178.699997,57754300
2013-10-14,175.000000,188.789993,174.149994,183.399994,183.399994,39589300
2013-10-21,183.279999,183.389999,160.149994,169.660004,169.660004,54660400
2013-10-28,170.179993,170.500000,153.000000,162.169998,162.169998,46869600
2013-11-04,165.000000,181.429993,132.320007,137.949997,137.949997,111421800
2013-11-11,141.000000,145.419998,134.110001,135.449997,135.449997,63745000
2013-11-18,135.270004,135.449997,117.930000,121.379997,121.379997,79804500
2013-11-25,124.500000,130.589996,116.099998,127.279999,127.279999,46236600
2013-12-02,126.349998,144.940002,123.930000,137.360001,137.360001,63779300
2013-12-09,137.000000,151.800003,134.210007,147.649994,147.649994,48307200
2013-12-16,148.479996,154.899994,139.100006,143.240005,143.240005,48904800
2013-12-23,144.850006,158.000000,142.600006,151.119995,151.119995,27916700
2013-12-30,151.119995,154.809998,146.550003,149.559998,149.559998,19613300
2014-01-06,150.000000,153.699997,142.250000,145.720001,145.720001,29386500
2014-01-13,145.779999,173.199997,136.669998,170.009995,170.009995,75554300
2014-01-20,171.240005,182.380005,170.809998,174.600006,174.600006,32289000
2014-01-27,175.160004,186.000000,164.710007,181.410004,181.410004,35819100
2014-02-03,182.889999,186.630005,169.360001,186.529999,186.529999,33489300
2014-02-10,189.339996,202.720001,189.320007,198.229996,198.229996,43041600
2014-02-17,205.240005,215.210007,193.410004,209.600006,209.600006,51322900
2014-02-24,208.759995,265.000000,208.320007,244.809998,244.809998,98100300
2014-03-03,237.259995,260.000000,234.990005,246.210007,246.210007,42944000
2014-03-10,242.699997,247.500000,228.320007,230.970001,230.970001,40818600
2014-03-17,234.949997,241.550003,227.500000,228.889999,228.889999,29261000
2014-03-24,229.750000,229.899994,203.000000,212.369995,212.369995,45282000
2014-03-31,216.500000,235.729996,206.389999,212.229996,212.229996,48803000
2014-04-07,205.809998,218.449997,198.600006,203.779999,203.779999,38181400
2014-04-14,207.600006,208.440002,184.320007,198.119995,198.119995,34491300
2014-04-21,197.080002,219.330002,194.000000,199.850006,199.850006,34850400
2014-04-28,200.000000,214.020004,190.500000,210.910004,210.910004,26788400
2014-05-05,209.479996,218.660004,177.220001,182.259995,182.259995,49514800
2014-05-12,183.869995,193.479996,179.880005,191.559998,191.559998,30034300
2014-05-19,190.720001,207.759995,190.000000,207.300003,207.300003,25624500
2014-05-26,208.520004,214.800003,205.259995,207.770004,207.770004,20109800
2014-06-02,207.330002,210.809998,200.399994,208.169998,208.169998,19084700
2014-06-09,207.949997,209.990005,199.250000,206.419998,206.419998,19835900
2014-06-16,206.759995,235.539993,206.259995,229.589996,229.589996,47188500
2014-06-23,229.509995,241.880005,228.220001,239.059998,239.059998,32425000
2014-06-30,239.550003,244.490005,224.000000,229.250000,229.250000,22358800
2014-07-07,227.500000,229.779999,214.270004,218.130005,218.130005,26011500
2014-07-14,219.990005,228.789993,213.600006,220.020004,220.020004,25869300
2014-07-21,217.250000,226.970001,216.720001,223.570007,223.570007,15968100
2014-07-28,224.250000,237.500000,221.039993,233.270004,233.270004,34469400
2014-08-04,234.380005,256.690002,233.270004,248.130005,248.130005,33166600
2014-08-11,255.479996,265.640015,254.580002,262.010010,262.010010,29410700
2014-08-18,263.250000,267.260010,251.619995,256.779999,256.779999,19960900
2014-08-25,258.190002,272.000000,258.190002,269.700012,269.700012,20413200
2014-09-01,275.500000,291.420013,272.510010,277.390015,277.390015,36136300
2014-09-08,277.619995,285.489990,273.660004,279.200012,279.200012,20932400
2014-09-15,274.369995,274.399994,249.130005,259.320007,259.320007,40436700
2014-09-22,255.000000,256.019989,244.710007,246.600006,246.600006,26251900
2014-09-29,244.000000,256.500000,235.649994,255.210007,255.210007,29437200
2014-10-06,259.130005,265.540009,235.199997,236.910004,236.910004,37503500
2014-10-13,238.570007,238.960007,217.320007,227.479996,227.479996,43470000
2014-10-20,226.720001,237.800003,225.509995,235.240005,235.240005,18697000
2014-10-27,234.250000,244.600006,220.309998,241.699997,241.699997,32035800
2014-11-03,243.000000,247.559998,228.500000,240.199997,240.199997,37448000
2014-11-10,239.110001,258.850006,236.800003,258.679993,258.679993,30733900
2014-11-17,257.489990,259.989990,242.169998,242.779999,242.779999,27489500
2014-11-24,245.199997,249.720001,240.639999,244.520004,244.520004,12050400
2014-12-01,241.160004,242.470001,222.259995,223.710007,223.710007,29733300
2014-12-08,221.539993,224.860001,204.270004,207.000000,207.000000,39839400
2014-12-15,209.289993,220.399994,192.649994,219.289993,219.289993,35406000
2014-12-22,220.000000,228.500000,218.259995,227.820007,227.820007,13964300
2014-12-29,226.899994,227.910004,213.259995,219.309998,219.309998,12872200
2015-01-05,214.550003,216.500000,204.210007,206.660004,206.660004,22632600
2015-01-12,203.050003,207.610001,185.000000,193.070007,193.070007,30793100
2015-01-19,193.869995,203.500000,187.039993,201.289993,201.289993,16197900
2015-01-26,201.830002,208.619995,196.500000,203.600006,203.600006,15720200
2015-02-02,203.970001,225.479996,203.300003,217.360001,217.360001,19023600
2015-02-09,215.380005,220.500000,193.279999,203.770004,203.770004,40472600
2015-02-16,205.699997,217.600006,201.500000,217.110001,217.110001,17824600
2015-02-23,215.660004,218.199997,201.699997,203.339996,203.339996,29349200
2015-03-02,202.699997,206.190002,192.149994,193.880005,193.880005,28155800
2015-03-09,194.389999,196.179993,187.320007,188.679993,188.679993,26826100
2015-03-16,192.000000,204.589996,189.800003,198.080002,198.080002,28013000
2015-03-23,198.500000,203.789993,181.399994,185.000000,185.000000,24656100
2015-03-30,185.850006,193.759995,181.800003,191.000000,191.000000,23912500
2015-04-06,198.000000,211.649994,197.500000,210.899994,210.899994,30974700
2015-04-13,210.440002,213.000000,203.500000,206.789993,206.789993,12856600
2015-04-20,206.779999,221.880005,203.850006,218.429993,218.429993,20689200
2015-04-27,222.559998,238.750000,220.410004,226.029999,226.029999,30887700
2015-05-04,228.179993,239.500000,220.250000,236.610001,236.610001,29626500
2015-05-11,236.289993,249.399994,235.309998,248.839996,248.839996,24899400
2015-05-18,247.000000,251.000000,241.369995,247.729996,247.729996,14971500
2015-05-25,247.679993,252.869995,245.050003,250.800003,250.800003,14335900
2015-06-01,251.410004,251.600006,245.679993,249.139999,249.139999,11888000
2015-06-08,250.850006,258.750000,248.500000,250.690002,250.690002,14533200
2015-06-15,249.699997,264.359985,246.009995,262.510010,262.510010,14929500
2015-06-22,262.149994,271.410004,255.690002,267.089996,267.089996,17531800
2015-06-29,261.950012,282.450012,260.700012,280.019989,280.019989,15830900
2015-07-06,278.880005,281.690002,254.309998,259.149994,259.149994,22393100
2015-07-13,262.250000,275.540009,256.049988,274.660004,274.660004,13509600
2015-07-20,275.000000,286.649994,260.859985,265.410004,265.410004,19255900
2015-07-27,262.429993,269.359985,250.789993,266.149994,266.149994,15637300
2015-08-03,266.290009,271.000000,236.119995,242.509995,242.509995,30817500
2015-08-10,238.149994,247.929993,232.740005,243.149994,243.149994,21208100
2015-08-17,255.559998,260.950012,230.509995,230.770004,230.770004,26472000
2015-08-24,202.789993,251.449997,195.000000,248.479996,248.479996,32041600
2015-08-31,245.619995,254.949997,236.970001,241.929993,241.929993,22648800
2015-09-07,245.050003,254.250000,244.050003,250.240005,250.240005,11582700
2015-09-14,251.100006,265.500000,249.500000,260.619995,260.619995,17562900
2015-09-21,263.980011,271.570007,255.800003,256.910004,256.910004,19607000
2015-09-28,257.350006,259.790009,234.929993,247.570007,247.570007,22524600
2015-10-05,248.839996,249.839996,218.360001,220.690002,220.690002,28020700
2015-10-12,222.990005,230.479996,211.130005,227.009995,227.009995,19290900
2015-10-19,226.500000,231.149994,202.000000,209.089996,209.089996,28583400
2015-10-26,211.380005,217.100006,203.889999,206.929993,206.929993,15860700
2015-11-02,208.919998,234.580002,207.220001,232.360001,232.360001,31909200
2015-11-09,232.990005,232.990005,206.520004,207.190002,207.190002,18161900
2015-11-16,206.089996,226.190002,205.800003,220.009995,220.009995,14791100
2015-11-23,217.350006,232.250000,214.679993,231.610001,231.610001,10946700
2015-11-30,231.789993,238.600006,227.660004,230.380005,230.380005,14888500
2015-12-07,227.699997,235.630005,216.639999,217.020004,217.020004,14225300
2015-12-14,217.509995,237.759995,214.869995,230.460007,230.460007,16488600
2015-12-21,231.690002,236.550003,228.130005,230.570007,230.570007,6177200
2015-12-28,231.490005,243.630005,225.539993,240.009995,240.009995,10719400
2016-01-04,230.720001,231.380005,210.770004,211.000000,211.000000,20975400
2016-01-11,214.009995,214.449997,193.380005,204.990005,204.990005,23377300
2016-01-18,208.710007,210.470001,191.250000,202.550003,202.550003,16167600
2016-01-25,200.059998,203.570007,182.410004,191.199997,191.199997,18707800
2016-02-01,188.759995,199.520004,157.740005,162.600006,162.600006,32804100
2016-02-08,157.100006,163.259995,141.050003,151.039993,151.039993,49782800
2016-02-15,158.699997,172.949997,154.110001,166.580002,166.580002,18266000
2016-02-22,170.119995,192.000000,167.839996,190.339996,190.339996,28225700
2016-02-29,192.399994,204.029999,181.500000,201.039993,201.039993,27383200
2016-03-07,197.679993,213.289993,197.399994,207.500000,207.500000,21243000
2016-03-14,212.649994,234.479996,210.639999,232.740005,232.740005,19257600
2016-03-21,235.339996,239.880005,215.000000,227.750000,227.750000,19533500
2016-03-28,231.610001,247.899994,225.000000,237.589996,237.589996,35974000
2016-04-04,249.119995,269.339996,240.000000,250.070007,250.070007,51324000
2016-04-11,251.000000,258.989990,243.630005,254.509995,254.509995,27710500
2016-04-18,252.229996,258.309998,241.250000,253.750000,253.750000,22382800
2016-04-25,253.009995,257.380005,237.809998,240.759995,240.759995,18032700
2016-05-02,241.500000,243.190002,208.110001,214.929993,214.929993,33348600
2016-05-09,215.720001,216.149994,203.660004,207.610001,207.610001,20476800
2016-05-16,208.149994,220.550003,204.020004,220.279999,220.279999,27283900
2016-05-23,219.869995,225.929993,215.179993,223.039993,223.039993,18948100
2016-05-30,223.039993,224.750000,216.889999,218.990005,218.990005,10010100
2016-06-06,218.000000,240.850006,215.449997,218.789993,218.789993,24953800
2016-06-13,219.500000,225.770004,212.529999,215.470001,215.470001,16234600
2016-06-20,219.500000,223.750000,189.729996,193.149994,193.149994,48984100
2016-06-27,190.860001,218.240005,187.869995,216.500000,216.500000,29655800
2016-07-04,209.729996,219.809998,208.000000,216.779999,216.779999,17769700
2016-07-11,219.960007,227.500000,219.509995,220.399994,220.399994,18478200
2016-07-18,219.639999,229.800003,218.300003,222.270004,222.270004,16104100
2016-07-25,222.270004,235.279999,221.369995,234.789993,234.789993,16295800
2016-08-01,235.500000,236.630005,221.399994,230.029999,230.029999,19166500
2016-08-08,228.000000,231.539993,223.410004,225.610001,225.610001,10499000
2016-08-15,226.020004,229.500000,222.289993,225.000000,225.000000,9462500
2016-08-22,224.169998,228.490005,218.820007,219.990005,219.990005,13422100
2016-08-29,220.149994,220.399994,196.199997,197.779999,197.779999,23623000
2016-09-05,199.020004,206.500000,193.699997,194.470001,194.470001,15158500
2016-09-12,195.000000,205.699997,193.449997,205.399994,205.399994,15744100
2016-09-19,207.000000,210.179993,201.559998,207.449997,207.449997,12629100
2016-09-26,206.500000,211.000000,199.550003,204.029999,204.029999,13169300
2016-10-03,212.300003,215.669998,195.800003,196.610001,196.610001,19615300
2016-10-10,201.350006,204.139999,196.300003,196.509995,196.509995,14366700
2016-10-17,197.050003,206.660004,192.000000,200.089996,200.089996,25230600
2016-10-24,201.000000,213.699997,199.830002,199.970001,199.970001,28203200
2016-10-31,202.490005,202.490005,185.960007,190.559998,190.559998,23804700
2016-11-07,193.589996,197.490005,180.419998,188.559998,188.559998,26033400
2016-11-14,188.000000,193.000000,178.190002,185.020004,185.020004,23972000
2016-11-21,185.039993,197.240005,183.710007,196.649994,196.649994,17215800
2016-11-28,195.479996,199.350006,180.000000,181.470001,181.470001,21684300
2016-12-05,182.509995,193.839996,182.509995,192.179993,192.179993,18842300
2016-12-12,192.800003,203.000000,191.179993,202.490005,202.490005,20413100
2016-12-19,202.490005,213.449997,199.839996,213.339996,213.339996,21158800
2016-12-26,214.880005,223.800003,211.679993,213.690002,213.690002,18376700
2017-01-02,214.860001,230.309998,210.960007,229.009995,229.009995,28576400
2017-01-09,228.970001,237.850006,225.580002,237.750000,237.750000,21151000
2017-01-16,236.699997,248.679993,234.369995,244.729996,244.729996,20317500
2017-01-23,245.850006,258.459991,245.500000,252.949997,252.949997,22689400
2017-01-30,252.529999,255.889999,247.100006,251.330002,251.330002,16562500
2017-02-06,251.000000,271.179993,250.630005,269.230011,269.230011,23180200
2017-02-13,270.739990,287.390015,264.149994,272.230011,272.230011,32641300
2017-02-20,275.450012,283.450012,250.199997,257.000000,257.000000,37518500
2017-02-27,248.169998,254.850006,242.009995,251.570007,251.570007,28619600
2017-03-06,247.910004,253.889999,243.000000,243.690002,243.690002,17485800
2017-03-13,244.820007,265.750000,242.779999,261.500000,261.500000,29581500
2017-03-20,260.600006,264.799988,250.240005,263.160004,263.160004,23549700
2017-03-27,260.600006,282.000000,259.750000,278.299988,278.299988,25337600
2017-04-03,286.899994,304.880005,284.579987,302.540009,302.540009,42004300
2017-04-10,309.149994,313.730011,295.299988,304.000000,304.000000,28724400
2017-04-17,302.700012,309.149994,297.899994,305.600006,305.600006,21731600
2017-04-24,309.220001,314.799988,305.859985,314.070007,314.070007,24448200
2017-05-01,314.880005,327.660004,290.760010,308.350006,308.350006,43675100
2017-05-08,310.899994,327.000000,305.820007,324.809998,324.809998,31300000
2017-05-15,318.380005,320.200012,305.309998,310.829987,310.829987,28827800
2017-05-22,312.799988,325.489990,303.480011,325.140015,325.140015,26497100
2017-05-29,326.000000,344.880005,325.760010,339.850006,339.850006,30944500
2017-06-05,338.500000,376.869995,334.209991,357.320007,357.320007,53540400
2017-06-12,357.989990,384.250000,350.619995,371.399994,371.399994,52301500
2017-06-19,375.000000,386.989990,367.799988,383.450012,383.450012,32886800
2017-06-26,386.690002,386.950012,354.100006,361.609985,361.609985,33972500
2017-07-03,370.239990,371.350006,306.299988,313.220001,313.220001,56853500
2017-07-10,312.899994,333.100006,303.130005,327.779999,327.779999,49946100
2017-07-17,325.540009,331.649994,313.450012,328.399994,328.399994,32675400
2017-07-24,330.239990,347.500000,326.290009,335.070007,335.070007,33629900
2017-07-31,335.500000,357.269989,311.220001,356.910004,356.910004,52733600
2017-08-07,357.350006,370.000000,352.750000,357.869995,357.869995,32125100
2017-08-14,364.630005,367.660004,345.799988,347.459991,347.459991,21437500
2017-08-21,345.820007,356.660004,331.850006,348.049988,348.049988,23840600
2017-08-28,347.279999,358.440002,338.750000,355.399994,355.399994,18372900
2017-09-04,353.799988,355.489990,341.559998,343.399994,343.399994,15429200
2017-09-11,351.350006,380.000000,350.000000,379.809998,379.809998,30448200
2017-09-18,380.250000,389.609985,350.880005,351.089996,351.089996,31336600
2017-09-25,353.149994,357.470001,335.399994,341.100006,341.100006,31249200
2017-10-02,342.519989,360.100006,331.279999,356.880005,356.880005,32073100
2017-10-09,349.649994,359.779999,342.670013,355.570007,355.570007,26600500
2017-10-16,353.760010,363.000000,344.339996,345.100006,345.100006,23600100
2017-10-23,349.880005,349.950012,316.660004,320.869995,320.869995,30836300
2017-10-30,319.179993,332.609985,292.630005,306.089996,306.089996,47069400
2017-11-06,307.000000,308.359985,296.299988,302.989990,302.989990,26566200
2017-11-13,300.130005,326.670013,299.109985,315.049988,315.049988,38796900
2017-11-20,313.790009,318.230011,304.750000,315.549988,315.549988,23670700
